"id_contrat","age_souscription","genre","duree","capital_assure","fumeur","annee_souscription","age_actuel","anciennete","duree_restante"
"DC02985",44,"H",10,156000,FALSE,2024,46,2,8
"DC02986",25,"H",20,223000,TRUE,2023,28,3,17
"DC02987",35,"H",20,153000,FALSE,2021,40,5,15
"DC02988",58,"H",12,905000,TRUE,2023,61,3,9
"DC02989",57,"H",13,181000,FALSE,2021,62,5,8
"DC02990",45,"H",10,55000,FALSE,2025,46,1,9
"DC02991",20,"F",20,104000,FALSE,2023,23,3,17
"DC02992",49,"F",10,117000,FALSE,2019,56,7,3
"DC02993",39,"H",15,95000,TRUE,2022,43,4,11
"DC02994",23,"H",15,80000,FALSE,2023,26,3,12
"DC02995",35,"F",15,156000,FALSE,2022,39,4,11
"DC02996",21,"H",25,314000,FALSE,2023,24,3,22
"DC02997",34,"F",15,23000,FALSE,2022,38,4,11
"DC02999",51,"H",19,287000,FALSE,2020,57,6,13
"DC03000",30,"H",15,241000,FALSE,2022,34,4,11
"DC03001",42,"H",15,87000,FALSE,2022,46,4,11
"DC03002",51,"H",19,55000,FALSE,2020,57,6,13
"DC03003",57,"H",10,444000,FALSE,2018,65,8,2
"DC03004",47,"H",10,308000,FALSE,2022,51,4,6
"DC03005",46,"H",24,33000,FALSE,2024,48,2,22
"DC03006",27,"F",20,50000,FALSE,2025,28,1,19
"DC03007",47,"F",23,72000,TRUE,2019,54,7,16
"DC03008",23,"F",10,56000,FALSE,2020,29,6,4
"DC03010",47,"H",10,404000,FALSE,2021,52,5,5
"DC03011",60,"F",10,193000,TRUE,2021,65,5,5
"DC03012",52,"H",18,181000,FALSE,2023,55,3,15
"DC03013",21,"H",10,126000,FALSE,2025,22,1,9
"DC03014",22,"H",15,88000,FALSE,2020,28,6,9
"DC03016",56,"H",14,735000,FALSE,2021,61,5,9
"DC03017",35,"H",25,58000,TRUE,2022,39,4,21
"DC03018",59,"H",5,359000,FALSE,2022,63,4,1
"DC03019",49,"F",10,363000,TRUE,2023,52,3,7
"DC03020",48,"F",10,137000,FALSE,2021,53,5,5
"DC03021",32,"H",10,215000,TRUE,2021,37,5,5
"DC03022",35,"F",10,104000,FALSE,2022,39,4,6
"DC03023",48,"F",10,52000,TRUE,2021,53,5,5
"DC03024",45,"H",25,308000,FALSE,2020,51,6,19
"DC03025",57,"H",10,201000,FALSE,2025,58,1,9
"DC03026",43,"H",10,246000,FALSE,2024,45,2,8
"DC03027",46,"F",15,476000,FALSE,2021,51,5,10
"DC03028",48,"F",15,126000,TRUE,2024,50,2,13
"DC03029",38,"F",10,213000,FALSE,2021,43,5,5
"DC03030",51,"H",15,202000,FALSE,2023,54,3,12
"DC03031",54,"H",16,247000,FALSE,2022,58,4,12
"DC03032",47,"F",10,178000,FALSE,2025,48,1,9
"DC03033",48,"F",15,167000,FALSE,2025,49,1,14
"DC03034",58,"H",12,78000,TRUE,2021,63,5,7
"DC03035",37,"H",25,70000,FALSE,2022,41,4,21
"DC03036",23,"H",20,341000,FALSE,2020,29,6,14
"DC03037",33,"H",10,82000,FALSE,2022,37,4,6
"DC03038",59,"H",11,176000,FALSE,2024,61,2,9
"DC03039",55,"H",15,73000,FALSE,2023,58,3,12
"DC03040",55,"F",15,199000,FALSE,2021,60,5,10
"DC03041",24,"F",15,681000,TRUE,2025,25,1,14
"DC03042",51,"H",19,53000,FALSE,2022,55,4,15
"DC03043",44,"F",15,266000,FALSE,2022,48,4,11
"DC03044",42,"H",15,76000,FALSE,2021,47,5,10
"DC03045",37,"F",10,392000,FALSE,2024,39,2,8
"DC03046",23,"F",15,134000,FALSE,2019,30,7,8
"DC03047",44,"H",10,48000,FALSE,2024,46,2,8
"DC03048",55,"H",10,77000,FALSE,2023,58,3,7
"DC03049",26,"H",10,129000,FALSE,2023,29,3,7
"DC03050",26,"H",20,157000,FALSE,2025,27,1,19
"DC03051",31,"H",15,138000,FALSE,2023,34,3,12
"DC03052",56,"F",14,48000,FALSE,2019,63,7,7
"DC03053",55,"H",15,92000,FALSE,2021,60,5,10
"DC03054",33,"H",15,119000,FALSE,2022,37,4,11
"DC03055",33,"H",25,303000,TRUE,2023,36,3,22
"DC03056",53,"F",10,37000,TRUE,2022,57,4,6
"DC03057",25,"H",15,80000,FALSE,2024,27,2,13
"DC03058",60,"H",10,54000,FALSE,2022,64,4,6
"DC03059",28,"H",25,448000,FALSE,2025,29,1,24
"DC03060",51,"H",10,79000,TRUE,2019,58,7,3
"DC03061",50,"H",20,858000,FALSE,2021,55,5,15
"DC03062",55,"H",10,312000,FALSE,2023,58,3,7
"DC03063",55,"H",15,562000,TRUE,2024,57,2,13
"DC03064",56,"H",14,47000,FALSE,2024,58,2,12
"DC03065",43,"H",5,131000,FALSE,2023,46,3,2
"DC03067",36,"H",15,225000,FALSE,2023,39,3,12
"DC03068",60,"H",10,105000,FALSE,2022,64,4,6
"DC03069",47,"H",10,94000,FALSE,2019,54,7,3
"DC03070",20,"F",10,232000,FALSE,2022,24,4,6
"DC03071",56,"F",14,49000,TRUE,2024,58,2,12
"DC03073",29,"F",15,49000,TRUE,2021,34,5,10
"DC03074",24,"F",10,96000,FALSE,2023,27,3,7
"DC03075",38,"H",10,119000,FALSE,2023,41,3,7
"DC03076",56,"H",10,181000,FALSE,2019,63,7,3
"DC03077",46,"H",15,318000,FALSE,2021,51,5,10
"DC03078",32,"H",15,303000,TRUE,2021,37,5,10
"DC03079",40,"F",25,120000,FALSE,2025,41,1,24
"DC03080",51,"F",15,48000,FALSE,2022,55,4,11
"DC03081",59,"H",11,524000,FALSE,2025,60,1,10
"DC03082",38,"F",20,51000,TRUE,2021,43,5,15
"DC03083",58,"H",12,322000,TRUE,2021,63,5,7
"DC03084",49,"F",15,106000,FALSE,2025,50,1,14
"DC03085",31,"F",10,127000,FALSE,2020,37,6,4
"DC03086",60,"F",5,710000,FALSE,2022,64,4,1
"DC03087",50,"H",10,164000,FALSE,2022,54,4,6
"DC03088",51,"H",10,206000,TRUE,2023,54,3,7
"DC03089",24,"F",10,476000,FALSE,2023,27,3,7
"DC03090",39,"F",15,98000,FALSE,2018,47,8,7
"DC03091",29,"H",20,135000,FALSE,2022,33,4,16
"DC03092",22,"F",10,316000,FALSE,2022,26,4,6
"DC03093",32,"F",15,205000,FALSE,2024,34,2,13
"DC03094",37,"F",30,84000,FALSE,2021,42,5,25
"DC03095",35,"H",20,94000,TRUE,2020,41,6,14
"DC03096",53,"F",17,91000,FALSE,2020,59,6,11
"DC03098",47,"F",10,118000,FALSE,2020,53,6,4
"DC03099",56,"F",14,327000,FALSE,2021,61,5,9
"DC03100",57,"F",13,240000,FALSE,2019,64,7,6
"DC03101",31,"H",15,75000,FALSE,2019,38,7,8
"DC03102",22,"H",15,195000,FALSE,2021,27,5,10
"DC03103",49,"H",21,128000,TRUE,2018,57,8,13
"DC03104",28,"F",5,130000,FALSE,2023,31,3,2
"DC03105",31,"H",15,156000,TRUE,2019,38,7,8
"DC03106",40,"H",15,254000,TRUE,2024,42,2,13
"DC03107",46,"H",15,179000,FALSE,2020,52,6,9
"DC03108",31,"H",10,110000,FALSE,2025,32,1,9
"DC03109",45,"F",10,145000,FALSE,2021,50,5,5
"DC03110",28,"F",15,108000,FALSE,2022,32,4,11
"DC03111",28,"F",10,24000,FALSE,2019,35,7,3
"DC03112",42,"H",10,178000,FALSE,2023,45,3,7
"DC03113",41,"H",15,94000,TRUE,2025,42,1,14
"DC03114",53,"H",10,37000,FALSE,2021,58,5,5
"DC03115",31,"H",20,517000,FALSE,2023,34,3,17
"DC03116",46,"H",20,262000,FALSE,2020,52,6,14
"DC03117",21,"H",10,112000,FALSE,2020,27,6,4
"DC03118",37,"H",5,60000,FALSE,2024,39,2,3
"DC03119",33,"F",25,39000,FALSE,2023,36,3,22
"DC03120",51,"H",19,502000,FALSE,2022,55,4,15
"DC03121",24,"F",25,306000,TRUE,2024,26,2,23
"DC03122",53,"H",5,179000,FALSE,2023,56,3,2
"DC03123",38,"H",10,240000,FALSE,2023,41,3,7
"DC03124",47,"F",20,103000,FALSE,2021,52,5,15
"DC03125",24,"F",10,183000,FALSE,2020,30,6,4
"DC03126",27,"F",25,155000,FALSE,2024,29,2,23
"DC03128",47,"F",10,257000,TRUE,2022,51,4,6
"DC03129",40,"H",5,83000,TRUE,2022,44,4,1
"DC03130",40,"H",20,135000,FALSE,2022,44,4,16
"DC03131",44,"H",20,104000,FALSE,2022,48,4,16
"DC03132",21,"F",30,40000,FALSE,2021,26,5,25
"DC03133",30,"H",15,197000,FALSE,2021,35,5,10
"DC03134",45,"F",20,459000,FALSE,2022,49,4,16
"DC03135",31,"F",15,299000,FALSE,2019,38,7,8
"DC03136",42,"F",10,355000,FALSE,2022,46,4,6
"DC03137",20,"F",20,91000,FALSE,2022,24,4,16
"DC03138",45,"H",10,137000,FALSE,2019,52,7,3
"DC03139",22,"H",20,255000,FALSE,2024,24,2,18
"DC03140",38,"F",25,115000,FALSE,2018,46,8,17
"DC03141",30,"H",30,203000,FALSE,2023,33,3,27
"DC03142",41,"H",20,36000,FALSE,2019,48,7,13
"DC03143",33,"F",10,121000,FALSE,2021,38,5,5
"DC03145",25,"F",10,820000,TRUE,2019,32,7,3
"DC03146",52,"F",15,116000,FALSE,2023,55,3,12
"DC03147",24,"H",5,210000,FALSE,2024,26,2,3
"DC03148",43,"F",10,269000,FALSE,2019,50,7,3
"DC03149",33,"F",25,32000,TRUE,2019,40,7,18
"DC03150",27,"F",30,94000,FALSE,2022,31,4,26
"DC03151",58,"H",12,380000,TRUE,2022,62,4,8
"DC03152",31,"F",10,93000,FALSE,2023,34,3,7
"DC03153",27,"H",15,198000,FALSE,2018,35,8,7
"DC03154",57,"F",13,209000,FALSE,2022,61,4,9
"DC03155",58,"H",12,93000,FALSE,2025,59,1,11
"DC03156",29,"H",10,387000,TRUE,2022,33,4,6
"DC03157",37,"H",25,154000,FALSE,2024,39,2,23
"DC03158",22,"H",10,63000,TRUE,2023,25,3,7
"DC03159",52,"H",15,73000,FALSE,2022,56,4,11
"DC03160",41,"H",10,377000,FALSE,2020,47,6,4
"DC03161",24,"F",15,239000,FALSE,2022,28,4,11
"DC03162",50,"F",5,292000,FALSE,2022,54,4,1
"DC03163",32,"F",25,143000,FALSE,2022,36,4,21
"DC03164",54,"H",15,490000,FALSE,2021,59,5,10
"DC03165",25,"H",25,206000,TRUE,2019,32,7,18
"DC03166",23,"H",5,176000,FALSE,2022,27,4,1
"DC03167",46,"H",15,327000,TRUE,2018,54,8,7
"DC03168",29,"F",10,91000,FALSE,2023,32,3,7
"DC03169",35,"H",15,174000,FALSE,2023,38,3,12
"DC03170",28,"F",10,307000,FALSE,2020,34,6,4
"DC03171",43,"H",25,473000,FALSE,2024,45,2,23
"DC03172",27,"F",20,380000,FALSE,2020,33,6,14
"DC03173",26,"H",25,84000,FALSE,2024,28,2,23
"DC03175",37,"F",25,115000,TRUE,2025,38,1,24
"DC03176",36,"H",5,143000,FALSE,2022,40,4,1
"DC03177",55,"H",10,128000,FALSE,2018,63,8,2
"DC03178",36,"H",25,316000,TRUE,2021,41,5,20
"DC03179",20,"F",10,185000,FALSE,2023,23,3,7
"DC03181",43,"H",5,72000,TRUE,2022,47,4,1
"DC03182",20,"H",5,142000,FALSE,2023,23,3,2
"DC03183",21,"H",20,99000,FALSE,2021,26,5,15
"DC03184",41,"H",10,45000,FALSE,2022,45,4,6
"DC03185",30,"H",25,193000,FALSE,2022,34,4,21
"DC03186",22,"F",15,104000,FALSE,2022,26,4,11
"DC03187",35,"F",10,636000,FALSE,2021,40,5,5
"DC03188",27,"H",15,106000,FALSE,2024,29,2,13
"DC03189",51,"F",19,208000,FALSE,2021,56,5,14
"DC03190",30,"F",10,420000,FALSE,2021,35,5,5
"DC03191",42,"H",15,232000,TRUE,2022,46,4,11
"DC03192",20,"H",15,89000,FALSE,2024,22,2,13
"DC03193",40,"H",15,49000,FALSE,2024,42,2,13
"DC03194",59,"F",11,253000,TRUE,2024,61,2,9
"DC03195",25,"F",20,87000,FALSE,2021,30,5,15
"DC03196",37,"F",5,106000,FALSE,2022,41,4,1
"DC03197",24,"H",10,150000,FALSE,2021,29,5,5
"DC03198",39,"F",10,133000,FALSE,2022,43,4,6
"DC03199",26,"F",20,329000,FALSE,2020,32,6,14
"DC03200",33,"F",10,77000,TRUE,2024,35,2,8
"DC03201",25,"F",10,180000,FALSE,2019,32,7,3
"DC03202",35,"H",15,312000,FALSE,2024,37,2,13
"DC03203",45,"H",20,207000,FALSE,2021,50,5,15
"DC03204",22,"F",25,123000,TRUE,2024,24,2,23
"DC03205",28,"F",10,106000,TRUE,2025,29,1,9
"DC03206",31,"H",15,133000,FALSE,2023,34,3,12
"DC03207",54,"H",10,82000,FALSE,2025,55,1,9
"DC03208",23,"H",25,787000,FALSE,2022,27,4,21
"DC03209",53,"H",5,98000,FALSE,2023,56,3,2
"DC03210",22,"H",20,116000,FALSE,2022,26,4,16
"DC03211",21,"H",30,163000,FALSE,2023,24,3,27
"DC03212",37,"H",20,33000,FALSE,2024,39,2,18
"DC03213",38,"H",15,195000,FALSE,2023,41,3,12
"DC03214",27,"H",5,332000,TRUE,2022,31,4,1
"DC03215",44,"F",10,838000,TRUE,2022,48,4,6
"DC03216",36,"F",20,46000,FALSE,2019,43,7,13
"DC03218",52,"H",15,167000,FALSE,2019,59,7,8
"DC03219",58,"F",12,477000,FALSE,2019,65,7,5
"DC03220",24,"H",10,137000,TRUE,2023,27,3,7
"DC03221",59,"H",5,483000,FALSE,2022,63,4,1
"DC03222",45,"F",15,24000,FALSE,2021,50,5,10
"DC03223",52,"H",10,78000,FALSE,2023,55,3,7
"DC03224",45,"F",10,308000,FALSE,2022,49,4,6
"DC03225",58,"H",12,301000,FALSE,2020,64,6,6
"DC03226",53,"F",17,114000,FALSE,2021,58,5,12
"DC03227",25,"H",30,127000,FALSE,2023,28,3,27
"DC03228",54,"F",15,139000,FALSE,2023,57,3,12
"DC03229",24,"F",20,473000,FALSE,2024,26,2,18
"DC03231",46,"H",24,143000,FALSE,2022,50,4,20
"DC03232",36,"F",10,130000,FALSE,2019,43,7,3
"DC03233",33,"F",15,482000,TRUE,2025,34,1,14
"DC03234",40,"H",15,165000,FALSE,2020,46,6,9
"DC03236",38,"F",30,100000,FALSE,2020,44,6,24
"DC03237",60,"H",10,48000,FALSE,2023,63,3,7
"DC03238",50,"H",20,156000,FALSE,2022,54,4,16
"DC03239",41,"H",15,95000,FALSE,2023,44,3,12
"DC03240",53,"H",10,48000,TRUE,2019,60,7,3
"DC03241",56,"F",14,144000,TRUE,2024,58,2,12
"DC03242",55,"F",15,110000,FALSE,2019,62,7,8
"DC03243",41,"H",20,148000,TRUE,2024,43,2,18
"DC03244",37,"F",20,179000,TRUE,2023,40,3,17
"DC03245",53,"H",17,195000,FALSE,2021,58,5,12
"DC03246",27,"F",5,120000,FALSE,2022,31,4,1
"DC03247",29,"F",5,315000,FALSE,2023,32,3,2
"DC03248",35,"F",10,757000,FALSE,2024,37,2,8
"DC03249",37,"F",10,86000,FALSE,2020,43,6,4
"DC03250",47,"F",10,163000,FALSE,2025,48,1,9
"DC03251",30,"H",15,384000,FALSE,2022,34,4,11
"DC03252",38,"H",20,335000,FALSE,2024,40,2,18
"DC03253",25,"H",15,272000,TRUE,2023,28,3,12
"DC03254",40,"F",15,58000,FALSE,2019,47,7,8
"DC03255",49,"F",20,135000,FALSE,2023,52,3,17
"DC03256",23,"F",10,88000,FALSE,2025,24,1,9
"DC03257",42,"H",10,31000,FALSE,2019,49,7,3
"DC03258",55,"H",15,30000,FALSE,2022,59,4,11
"DC03259",48,"F",5,328000,FALSE,2023,51,3,2
"DC03260",58,"H",12,460000,FALSE,2024,60,2,10
"DC03261",30,"F",15,114000,FALSE,2019,37,7,8
"DC03262",26,"F",15,37000,FALSE,2023,29,3,12
"DC03263",30,"H",20,397000,FALSE,2025,31,1,19
"DC03264",34,"H",10,75000,TRUE,2022,38,4,6
"DC03265",57,"F",5,167000,TRUE,2024,59,2,3
"DC03266",55,"F",15,308000,TRUE,2023,58,3,12
"DC03267",34,"H",15,138000,FALSE,2021,39,5,10
"DC03268",52,"H",18,454000,FALSE,2023,55,3,15
"DC03269",45,"F",10,81000,FALSE,2020,51,6,4
"DC03270",37,"F",15,62000,FALSE,2025,38,1,14
"DC03271",49,"H",10,239000,FALSE,2019,56,7,3
"DC03272",53,"H",17,80000,FALSE,2020,59,6,11
"DC03273",46,"F",10,240000,FALSE,2021,51,5,5
"DC03274",60,"F",10,132000,FALSE,2022,64,4,6
"DC03275",40,"F",20,196000,FALSE,2022,44,4,16
"DC03276",21,"F",15,34000,FALSE,2022,25,4,11
"DC03277",50,"H",10,211000,FALSE,2022,54,4,6
"DC03278",57,"F",13,81000,FALSE,2022,61,4,9
"DC03279",23,"H",10,59000,FALSE,2024,25,2,8
"DC03280",25,"H",20,186000,FALSE,2022,29,4,16
"DC03281",20,"H",5,218000,FALSE,2022,24,4,1
"DC03282",36,"H",15,211000,TRUE,2018,44,8,7
"DC03283",23,"H",10,99000,TRUE,2022,27,4,6
"DC03284",60,"H",10,142000,TRUE,2020,66,6,4
"DC03285",30,"H",15,250000,FALSE,2024,32,2,13
"DC03286",40,"H",15,92000,TRUE,2024,42,2,13
"DC03287",57,"H",13,568000,TRUE,2021,62,5,8
"DC03289",27,"H",15,244000,FALSE,2024,29,2,13
"DC03290",56,"H",10,83000,FALSE,2023,59,3,7
"DC03291",57,"F",13,37000,FALSE,2021,62,5,8
"DC03292",25,"H",25,165000,FALSE,2022,29,4,21
"DC03293",55,"F",15,184000,FALSE,2025,56,1,14
"DC03294",46,"H",24,311000,FALSE,2018,54,8,16
"DC03295",35,"F",5,217000,FALSE,2023,38,3,2
"DC03296",37,"H",15,153000,FALSE,2021,42,5,10
"DC03297",45,"F",5,112000,FALSE,2022,49,4,1
"DC03298",48,"F",20,108000,FALSE,2025,49,1,19
"DC03299",38,"F",30,222000,FALSE,2019,45,7,23
"DC03300",36,"H",15,85000,FALSE,2023,39,3,12
"DC03301",48,"H",22,171000,FALSE,2022,52,4,18
"DC03302",21,"H",5,325000,TRUE,2024,23,2,3
"DC03303",31,"F",25,77000,FALSE,2025,32,1,24
"DC03304",21,"F",10,191000,TRUE,2025,22,1,9
"DC03305",23,"H",10,319000,FALSE,2024,25,2,8
"DC03306",29,"F",30,40000,FALSE,2022,33,4,26
"DC03307",41,"F",15,68000,FALSE,2023,44,3,12
"DC03308",34,"F",15,509000,FALSE,2023,37,3,12
"DC03309",47,"F",10,481000,FALSE,2025,48,1,9
"DC03310",51,"F",10,222000,FALSE,2024,53,2,8
"DC03311",24,"F",10,141000,FALSE,2025,25,1,9
"DC03312",32,"F",15,426000,FALSE,2024,34,2,13
"DC03313",48,"F",20,171000,FALSE,2025,49,1,19
"DC03314",34,"H",10,123000,FALSE,2020,40,6,4
"DC03315",35,"H",20,120000,FALSE,2018,43,8,12
"DC03316",59,"H",11,136000,FALSE,2021,64,5,6
"DC03317",41,"H",10,592000,TRUE,2022,45,4,6
"DC03318",42,"F",10,97000,FALSE,2022,46,4,6
"DC03319",34,"F",15,325000,TRUE,2018,42,8,7
"DC03320",42,"H",10,298000,FALSE,2019,49,7,3
"DC03321",57,"H",13,42000,TRUE,2021,62,5,8
"DC03322",53,"F",10,229000,FALSE,2025,54,1,9
"DC03323",52,"H",15,427000,FALSE,2022,56,4,11
"DC03324",46,"H",10,171000,FALSE,2023,49,3,7
"DC03325",24,"F",25,235000,FALSE,2021,29,5,20
"DC03326",52,"F",18,36000,TRUE,2021,57,5,13
"DC03327",58,"F",12,143000,FALSE,2024,60,2,10
"DC03328",25,"H",20,227000,FALSE,2025,26,1,19
"DC03329",47,"H",15,142000,FALSE,2023,50,3,12
"DC03330",22,"F",10,108000,FALSE,2022,26,4,6
"DC03331",25,"F",10,51000,FALSE,2022,29,4,6
"DC03332",43,"H",10,172000,FALSE,2024,45,2,8
"DC03333",56,"H",14,279000,FALSE,2024,58,2,12
"DC03334",47,"H",15,136000,FALSE,2023,50,3,12
"DC03335",53,"H",10,411000,FALSE,2020,59,6,4
"DC03336",52,"F",15,92000,FALSE,2022,56,4,11
"DC03337",46,"H",15,142000,FALSE,2021,51,5,10
"DC03338",60,"F",10,52000,FALSE,2024,62,2,8
"DC03339",36,"F",20,154000,TRUE,2021,41,5,15
"DC03340",35,"F",20,179000,FALSE,2024,37,2,18
"DC03341",59,"H",11,135000,FALSE,2022,63,4,7
"DC03342",51,"H",5,74000,FALSE,2022,55,4,1
"DC03343",27,"H",10,127000,FALSE,2024,29,2,8
"DC03344",47,"F",20,109000,FALSE,2024,49,2,18
"DC03345",20,"H",10,87000,FALSE,2022,24,4,6
"DC03346",44,"H",10,157000,TRUE,2024,46,2,8
"DC03347",32,"F",20,113000,FALSE,2025,33,1,19
"DC03348",47,"H",15,75000,FALSE,2023,50,3,12
"DC03349",24,"H",20,305000,TRUE,2019,31,7,13
"DC03350",27,"H",10,127000,FALSE,2025,28,1,9
"DC03351",42,"H",20,241000,TRUE,2018,50,8,12
"DC03352",59,"H",11,96000,FALSE,2022,63,4,7
"DC03353",44,"H",20,97000,FALSE,2022,48,4,16
"DC03354",30,"H",5,52000,FALSE,2023,33,3,2
"DC03355",20,"F",10,232000,FALSE,2020,26,6,4
"DC03356",47,"H",10,243000,FALSE,2023,50,3,7
"DC03357",54,"H",15,81000,FALSE,2020,60,6,9
"DC03358",41,"H",15,593000,FALSE,2022,45,4,11
"DC03359",34,"H",5,67000,FALSE,2025,35,1,4
"DC03360",54,"H",15,105000,FALSE,2019,61,7,8
"DC03361",49,"H",21,270000,FALSE,2021,54,5,16
"DC03362",60,"H",10,113000,FALSE,2023,63,3,7
"DC03363",52,"H",10,96000,FALSE,2018,60,8,2
"DC03364",53,"F",10,748000,FALSE,2021,58,5,5
"DC03365",41,"F",10,408000,TRUE,2023,44,3,7
"DC03366",20,"H",10,413000,FALSE,2018,28,8,2
"DC03367",59,"H",11,964000,FALSE,2021,64,5,6
"DC03368",21,"H",25,273000,FALSE,2020,27,6,19
"DC03369",37,"H",20,292000,FALSE,2024,39,2,18
"DC03370",25,"F",25,52000,FALSE,2019,32,7,18
"DC03371",34,"F",5,78000,FALSE,2023,37,3,2
"DC03372",56,"F",14,168000,FALSE,2019,63,7,7
"DC03373",42,"F",25,60000,FALSE,2024,44,2,23
"DC03374",47,"F",10,82000,TRUE,2022,51,4,6
"DC03375",20,"F",15,51000,FALSE,2023,23,3,12
"DC03376",29,"F",25,192000,FALSE,2021,34,5,20
"DC03377",46,"H",10,274000,TRUE,2023,49,3,7
"DC03378",60,"H",10,30000,TRUE,2023,63,3,7
"DC03379",20,"H",10,227000,FALSE,2022,24,4,6
"DC03380",23,"H",15,479000,FALSE,2021,28,5,10
"DC03381",53,"H",10,200000,FALSE,2022,57,4,6
"DC03382",54,"H",16,168000,FALSE,2022,58,4,12
"DC03383",37,"H",15,64000,FALSE,2024,39,2,13
"DC03384",47,"F",10,88000,FALSE,2024,49,2,8
"DC03385",60,"H",10,95000,TRUE,2022,64,4,6
"DC03386",34,"H",15,129000,TRUE,2023,37,3,12
"DC03387",33,"F",10,146000,TRUE,2025,34,1,9
"DC03388",23,"F",10,99000,TRUE,2019,30,7,3
"DC03389",30,"F",25,219000,FALSE,2022,34,4,21
"DC03390",43,"H",10,96000,FALSE,2019,50,7,3
"DC03391",21,"H",20,157000,FALSE,2022,25,4,16
"DC03392",47,"H",23,149000,FALSE,2020,53,6,17
"DC03393",34,"F",15,47000,FALSE,2022,38,4,11
"DC03394",50,"F",15,193000,FALSE,2018,58,8,7
"DC03395",51,"H",5,178000,FALSE,2025,52,1,4
"DC03396",23,"H",15,61000,TRUE,2025,24,1,14
"DC03397",37,"H",20,161000,TRUE,2019,44,7,13
"DC03398",59,"H",11,331000,FALSE,2019,66,7,4
"DC03399",55,"F",15,284000,TRUE,2023,58,3,12
"DC03400",42,"H",15,287000,FALSE,2023,45,3,12
"DC03401",59,"F",11,150000,FALSE,2024,61,2,9
"DC03402",34,"F",15,166000,FALSE,2024,36,2,13
"DC03403",36,"H",25,589000,FALSE,2025,37,1,24
"DC03404",41,"F",15,97000,FALSE,2023,44,3,12
"DC03405",45,"H",5,85000,FALSE,2022,49,4,1
"DC03406",28,"F",25,217000,FALSE,2021,33,5,20
"DC03407",58,"H",12,212000,FALSE,2019,65,7,5
"DC03408",24,"F",5,121000,FALSE,2023,27,3,2
"DC03409",36,"H",15,68000,FALSE,2019,43,7,8
"DC03410",57,"F",13,136000,TRUE,2022,61,4,9
"DC03411",60,"F",10,453000,FALSE,2024,62,2,8
"DC03412",44,"F",25,315000,FALSE,2022,48,4,21
"DC03413",35,"F",10,177000,FALSE,2020,41,6,4
"DC03414",55,"H",15,108000,FALSE,2020,61,6,9
"DC03415",25,"H",20,72000,FALSE,2019,32,7,13
"DC03416",27,"H",15,150000,FALSE,2022,31,4,11
"DC03417",48,"F",15,155000,TRUE,2023,51,3,12
"DC03418",32,"F",10,237000,TRUE,2022,36,4,6
"DC03419",58,"H",10,400000,TRUE,2022,62,4,6
"DC03420",29,"H",5,234000,TRUE,2023,32,3,2
"DC03421",53,"H",10,205000,FALSE,2021,58,5,5
"DC03422",20,"F",20,270000,FALSE,2022,24,4,16
"DC03423",42,"F",15,60000,TRUE,2022,46,4,11
"DC03425",26,"H",15,78000,FALSE,2023,29,3,12
"DC03426",50,"H",10,100000,FALSE,2020,56,6,4
"DC03427",35,"F",10,436000,FALSE,2022,39,4,6
"DC03428",37,"H",20,85000,TRUE,2022,41,4,16
"DC03429",34,"H",15,37000,TRUE,2025,35,1,14
"DC03430",40,"F",10,114000,FALSE,2024,42,2,8
"DC03431",52,"F",18,177000,FALSE,2023,55,3,15
"DC03432",40,"F",10,305000,FALSE,2023,43,3,7
"DC03433",30,"F",30,50000,FALSE,2024,32,2,28
"DC03434",58,"H",12,177000,TRUE,2021,63,5,7
"DC03435",26,"F",10,307000,FALSE,2022,30,4,6
"DC03436",31,"H",15,113000,FALSE,2021,36,5,10
"DC03437",23,"H",10,137000,FALSE,2022,27,4,6
"DC03438",42,"F",20,118000,FALSE,2019,49,7,13
"DC03439",52,"H",15,90000,TRUE,2022,56,4,11
"DC03440",43,"H",10,66000,FALSE,2024,45,2,8
"DC03441",46,"H",15,159000,TRUE,2021,51,5,10
"DC03442",22,"H",10,225000,FALSE,2023,25,3,7
"DC03443",21,"H",30,119000,FALSE,2024,23,2,28
"DC03444",42,"H",20,320000,FALSE,2018,50,8,12
"DC03445",58,"F",12,164000,FALSE,2023,61,3,9
"DC03446",48,"H",22,76000,TRUE,2021,53,5,17
"DC03447",43,"F",20,469000,FALSE,2020,49,6,14
"DC03448",34,"F",30,70000,FALSE,2023,37,3,27
"DC03449",56,"F",14,170000,FALSE,2024,58,2,12
"DC03450",47,"H",23,79000,FALSE,2023,50,3,20
"DC03451",52,"F",15,189000,FALSE,2024,54,2,13
"DC03452",45,"H",20,120000,TRUE,2024,47,2,18
"DC03453",59,"H",5,75000,FALSE,2023,62,3,2
"DC03454",51,"H",10,100000,FALSE,2024,53,2,8
"DC03455",42,"F",10,766000,FALSE,2024,44,2,8
"DC03456",26,"F",15,196000,FALSE,2018,34,8,7
"DC03457",46,"F",15,79000,FALSE,2021,51,5,10
"DC03458",37,"H",20,112000,FALSE,2022,41,4,16
"DC03459",35,"H",25,93000,FALSE,2019,42,7,18
"DC03460",36,"F",10,109000,TRUE,2021,41,5,5
"DC03461",26,"H",10,73000,FALSE,2024,28,2,8
"DC03462",56,"F",5,254000,FALSE,2025,57,1,4
"DC03463",26,"H",10,244000,FALSE,2020,32,6,4
